epoch,accuracy,loss,val_accuracy,val_loss
0,0.690686643123627,0.0124592063948512,0.756449699401856,0.0058997105807066
1,0.820278286933899,0.00623039016500115,0.819848299026489,0.00430281739681959
2,0.847343802452087,0.00526042515411973,0.842206239700317,0.00351843540556729
3,0.862066209316254,0.00471526524052024,0.851108372211456,0.00306892488151789
4,0.868040084838867,0.0043883197940886,0.85083019733429,0.00269682123325765
5,0.871070921421051,0.00412611430510879,0.852660417556763,0.00257747573778033
6,0.873904168605804,0.004025146830827,0.852733612060547,0.00247829710133374
7,0.876213908195496,0.003919942304492,0.853612124919891,0.00242935330606997
8,0.878080725669861,0.00387952337041497,0.854168474674225,0.00236884295009077
9,0.879998803138733,0.00383928813971579,0.863348841667175,0.00233166664838791
10,0.881525218486786,0.00380633631721139,0.862909615039825,0.00227703712880611
11,0.882583141326904,0.00378404930233955,0.865486562252045,0.00224105129018426
12,0.884072959423065,0.00375826726667583,0.865940451622009,0.00221313652582467
13,0.884984374046326,0.0037387371994555,0.863700270652771,0.00220919074490666
14,0.886269211769104,0.00372321018949151,0.862528920173645,0.00219019269570708
15,0.886939108371735,0.00370504730381072,0.866994619369507,0.00216499133966863
16,0.887850522994995,0.00369818438775837,0.867726743221283,0.00216584769077599
17,0.888930380344391,0.00368872680701315,0.869410514831543,0.00215292745269835
18,0.888751029968262,0.00368224876001477,0.871562838554382,0.00214635021984577
19,0.889267146587372,0.00367554486729205,0.870669722557068,0.00215104245580733
20,0.889373302459717,0.00366469123400748,0.870742917060852,0.00214237114414573
21,0.89009439945221,0.00365743553265929,0.876994907855988,0.00211596232838929
22,0.890189588069916,0.00365612376481295,0.875164747238159,0.00213481253013015
23,0.890529990196228,0.00364934327080846,0.879220485687256,0.00213329936377704
24,0.890760600566864,0.00364416022785008,0.879498660564423,0.00211723172105849
25,0.89012736082077,0.00364332692697644,0.882544159889221,0.00213525863364339
26,0.889988243579865,0.00363861909136176,0.884857535362244,0.002125040628016
27,0.891137659549713,0.00363542139530182,0.881255686283112,0.00212520081549883
28,0.891485393047333,0.00362840108573437,0.882002413272858,0.00210808287374675
29,0.890478730201721,0.00363071961328387,0.884052217006683,0.00211398350074887
30,0.891346275806427,0.00362526951357722,0.882836997509003,0.0021187262609601
31,0.891079068183899,0.00362457009032369,0.881738841533661,0.00213065394200385
32,0.890621483325958,0.00362125225365162,0.881753504276276,0.00212800037115812
33,0.890614211559296,0.00362027925439179,0.885736048221588,0.00208983104676008
34,0.891620814800263,0.00361282681114972,0.884579360485077,0.00210058526135981
35,0.890647113323212,0.00361804850399494,0.887785851955414,0.00209978083148599
36,0.889549016952515,0.00362306972965598,0.884125471115112,0.00210870150476694
37,0.890167593955994,0.00361689319834113,0.885545670986176,0.0020966234151274
38,0.890987575054169,0.00361183402128518,0.883598327636719,0.00210118992254138
39,0.891408503055573,0.00361327547580004,0.883759379386902,0.00209512817673385
40,0.891240119934082,0.00360810663551092,0.887932300567627,0.00210260460153222
41,0.890284776687622,0.00360738253220916,0.887595534324646,0.00209493096917868
42,0.890994906425476,0.00360660417936742,0.881314218044281,0.00210047326982021
43,0.891108334064484,0.00360388983972371,0.88642418384552,0.00211414811201394
44,0.891833126544952,0.00360291474498808,0.885970294475555,0.00211161281913519
45,0.891155958175659,0.00360329868271947,0.883378744125366,0.00210766843520105
46,0.891489028930664,0.00360260205343366,0.884550034999847,0.00209997151978314
47,0.891910016536713,0.00359699642285705,0.884901463985443,0.00209806975908577
48,0.89056658744812,0.00360344955697656,0.883905827999115,0.00211769877932966
49,0.891459763050079,0.00359566090628505,0.883803308010101,0.00212606368586421
50,0.892166256904602,0.00359830935485661,0.88267594575882,0.00212299288250506
51,0.891833126544952,0.00359512749128044,0.881724238395691,0.00215324223972857
52,0.891188859939575,0.00359532376751304,0.884667217731476,0.00212842831388116
53,0.891214489936829,0.00359606300480664,0.884813606739044,0.00210431637242436
54,0.892038106918335,0.00358868739567697,0.884462237358093,0.00209949654527009
55,0.891880691051483,0.0035861327778548,0.882280588150024,0.00209011510014534
56,0.891163289546967,0.00359220081008971,0.883261561393738,0.00211119023151696
57,0.88988208770752,0.0035971044562757,0.88727343082428,0.00210337853059173
58,0.891401171684265,0.00358390109613538,0.883246958255768,0.00208946433849633
59,0.890943646430969,0.00358951115049422,0.885692119598389,0.00212160055525601
